Sourced from https://pomax.github.io/bezierinfo/legendre-gauss.html
14	0.0764257302548891	0.8926024664975557
15	0.0497145488949698	-0.9558239495713977
16	0.0497145488949698	0.9558239495713977
17	0.0216160135264833	-0.9915651684209309
18	0.0216160135264833	0.9915651684209309
n = 19
1	0.1610544498487837	0.0000000000000000
2	0.1589688433939543	-0.1603586456402254
3	0.1589688433939543	0.1603586456402254
4	0.1527660420658597	-0.3165640999636298
5	0.1527660420658597	0.3165640999636298
6	0.1426067021736066	-0.4645707413759609
7	0.1426067021736066	0.4645707413759609
8	0.1287539625393362	-0.6005453046616810
9	0.1287539625393362	0.6005453046616810
10	0.1115666455473340	-0.7209661773352294
11	0.1115666455473340	0.7209661773352294
12	0.0914900216224500	-0.8227146565371428
13	0.0914900216224500	0.8227146565371428
14	0.0690445427376412	-0.9031559036148179
15	0.0690445427376412	0.9031559036148179
16	0.0448142267656996	-0.9602081521348300
17	0.0448142267656996	0.9602081521348300
18	0.0194617882297265	-0.9924068438435844
19	0.0194617882297265	0.9924068438435844
n = 20
1	0.1527533871307258	-0.0765265211334973
2	0.1527533871307258	0.0765265211334973
3	0.1491729864726037	-0.2277858511416451
4	0.1491729864726037	0.2277858511416451
5	0.1420961093183820	-0.3737060887154195
6	0.1420961093183820	0.3737060887154195
7	0.1316886384491766	-0.5108670019508271
8	0.1316886384491766	0.5108670019508271
9	0.1181945319615184	-0.6360536807265150
10	0.1181945319615184	0.6360536807265150
11	0.1019301198172404	-0.7463319064601508
12	0.1019301198172404	0.7463319064601508
13	0.0832767415767048	-0.8391169718222188
14	0.0832767415767048	0.8391169718222188
15	0.0626720483341091	-0.9122344282513259
16	0.0626720483341091	0.9122344282513259
17	0.0406014298003869	-0.9639719272779138
18	0.0406014298003869	0.9639719272779138
19	0.0176140071391521	-0.9931285991850949
20	0.0176140071391521	0.9931285991850949
n = 21
1	0.1460811336496904	0.0000000000000000
2	0.1445244039899700	-0.1455618541608951
3	0.1445244039899700	0.1455618541608951
4	0.1398873947910731	-0.2880213168024011
5	0.1398873947910731	0.2880213168024011
6	0.1322689386333375	-0.4243421202074388
7	0.1322689386333375	0.4243421202074388
8	0.1218314160537285	-0.5516188358872198
9	0.1218314160537285	0.5516188358872198
10	0.1087972991671484	-0.6671388041974123
11	0.1087972991671484	0.6671388041974123
12	0.0934444234560339	-0.7684399634756779
13	0.0934444234560339	0.7684399634756779
14	0.0761001136283793	-0.8533633645833173
15	0.0761001136283793	0.8533633645833173
16	0.0571344254268572	-0.9200993341504008
17	0.0571344254268572	0.9200993341504008
18	0.0369537897708525	-0.9672268385663063
19	0.0369537897708525	0.9672268385663063
20	0.0160172282577743	-0.9937521706203895
21	0.0160172282577743	0.9937521706203895
n = 22
1	0.1392518728556320	-0.0697392733197222
2	0.1392518728556320	0.0697392733197222
3	0.1365414983460152	-0.2078604266882213
4	0.1365414983460152	0.2078604266882213
5	0.1311735047870624	-0.3419358208920842
6	0.1311735047870624	0.3419358208920842
7	0.1232523768105124	-0.4693558379867570
8	0.1232523768105124	0.4693558379867570
9	0.1129322960805392	-0.5876404035069116
10	0.1129322960805392	0.5876404035069116
11	0.1004141444428810	-0.6944872631866827
12	0.1004141444428810	0.6944872631866827
13	0.0859416062170677	-0.7878168059792081
14	0.0859416062170677	0.7878168059792081
15	0.0697964684245205	-0.8658125777203002
16	0.0697964684245205	0.8658125777203002
17	0.0522933351526833	-0.9269567721871740
18	0.0522933351526833	0.9269567721871740
19	0.0337749015848142	-0.9700604978354287
20	0.0337749015848142	0.9700604978354287
21	0.0146279952982722	-0.9942945854823992
22	0.0146279952982722	0.9942945854823992
n = 23
1	0.1336545721861062	0.0000000000000000
2	0.1324620394046966	-0.1332568242984661
3	0.1324620394046966	0.1332568242984661
4	0.1289057221880822	-0.2641356809703450
5	0.1289057221880822	0.2641356809703450
6	0.1230490843067295	-0.3903010380302908
7	0.1230490843067295	0.3903010380302908
8	0.1149966402224114	-0.5095014778460075
9	0.1149966402224114	0.5095014778460075
10	0.1048920914645414	-0.6196098757636461
11	0.1048920914645414	0.6196098757636461
12	0.0929157660600352	-0.7186613631319502
13	0.0929157660600352	0.7186613631319502
14	0.0792814117767189	-0.8048884016188399
15	0.0792814117767189	0.8048884016188399
16	0.0642324214085258	-0.8767523582704416
17	0.0642324214085258	0.8767523582704416
18	0.0480376717310847	-0.9329710868260161
19	0.0480376717310847	0.9329710868260161
20	0.0309880058569794	-0.9725424712181152
21	0.0309880058569794	0.9725424712181152
22	0.0134118594871418	-0.9947693349975522
23	0.0134118594871418	0.9947693349975522
n = 24
1	0.1279381953467522	-0.0640568928626056
2	0.1279381953467522	0.0640568928626056
3	0.1258374563468283	-0.1911188674736163
4	0.1258374563468283	0.1911188674736163
5	0.1216704729278034	-0.3150426796961634
6	0.1216704729278034	0.3150426796961634
7	0.1155056680537256	-0.4337935076260451
8	0.1155056680537256	0.4337935076260451
9	0.1074442701159656	-0.5454214713888396
10	0.1074442701159656	0.5454214713888396
11	0.0976186521041139	-0.6480936519369755
12	0.0976186521041139	0.6480936519369755
13	0.0861901615319533	-0.7401241915785544
14	0.0861901615319533	0.7401241915785544
15	0.0733464814110803	-0.8200019859739029
16	0.0733464814110803	0.8200019859739029
17	0.0592985849154368	-0.8864155270044011
18	0.0592985849154368	0.8864155270044011
19	0.0442774388174198	-0.9382745520027328
20	0.0442774388174198	0.9382745520027328
21	0.0285313886289337	-0.9747285559713095
22	0.0285313886289337	0.9747285559713095
23	0.0123412297999872	-0.9951872199970213
24	0.0123412297999872	0.9951872199970213
n = 25
1	0.1231760537267154	0.0000000000000000
2	0.1222424429903100	-0.1228646926107104
3	0.1222424429903100	0.1228646926107104
4	0.1194557635357848	-0.2438668837209884
5	0.1194557635357848	0.2438668837209884
6	0.1148582591457116	-0.3611723058093879
7	0.1148582591457116	0.3611723058093879
8	0.1085196244742637	-0.4730027314457150
9	0.1085196244742637	0.4730027314457150
10	0.1005359490670506	-0.5776629302412229
11	0.1005359490670506	0.5776629302412229
12	0.0910282619829637	-0.6735663684734684
13	0.0910282619829637	0.6735663684734684
14	0.0801407003350010	-0.7592592630373576
15	0.0801407003350010	0.7592592630373576
16	0.0680383338123569	-0.8334426287608340
17	0.0680383338123569	0.8334426287608340
18	0.0549046959758352	-0.8949919978782753
19	0.0549046959758352	0.8949919978782753
20	0.0409391567013063	-0.9429745712289743
21	0.0409391567013063	0.9429745712289743
22	0.0263549866150321	-0.9766639214595175
23	0.0263549866150321	0.9766639214595175
24	0.0113937985010263	-0.9955569697904981
25	0.0113937985010263	0.9955569697904981
n = 26
1	0.1183214152792623	-0.0592300934293132
2	0.1183214152792623	0.0592300934293132
3	0.1166604434852966	-0.1768588203568902
4	0.1166604434852966	0.1768588203568902
5	0.1133618165463197	-0.2920048394859569
6	0.1133618165463197	0.2920048394859569
7	0.1084718405285766	-0.4030517551234863
8	0.1084718405285766	0.4030517551234863
9	0.1020591610944254	-0.5084407148245057
10	0.1020591610944254	0.5084407148245057
11	0.0942138003559141	-0.6066922930176181
12	0.0942138003559141	0.6066922930176181
13	0.0850458943134852	-0.6964272604199573
14	0.0850458943134852	0.6964272604199573
15	0.0746841497656597	-0.7763859488206789
16	0.0746841497656597	0.7763859488206789
17	0.0632740463295748	-0.8454459427884981
18	0.0632740463295748	0.8454459427884981
19	0.0509758252971478	-0.9026378619843071
20	0.0509758252971478	0.9026378619843071
21	0.0379623832943628	-0.9471590666617142
22	0.0379623832943628	0.9471590666617142
23	0.0244178510926319	-0.9783854459564710
24	0.0244178510926319	0.9783854459564710
25	0.0105513726173430	-0.9958857011456169
26	0.0105513726173430	0.9958857011456169
n = 27
1	0.1142208673789570	0.0000000000000000
2	0.1134763461089651	-0.1139725856095300
3	0.1134763461089651	0.1139725856095300
4	0.1112524883568452	-0.2264593654395368
5	0.1112524883568452	0.2264593654395368
6	0.1075782857885332	-0.3359939036385089
7	0.1075782857885332	0.3359939036385089
8	0.1025016378177458	-0.4411482517500269
9	0.1025016378177458	0.4411482517500269
10	0.0960887273700285	-0.5405515645794569
11	0.0960887273700285	0.5405515645794569
12	0.0884231585437569	-0.6329079719464952
13	0.0884231585437569	0.6329079719464952
14	0.0796048677730578	-0.7170134737394237
15	0.0796048677730578	0.7170134737394237
16	0.0697488237662456	-0.7917716390705082
17	0.0697488237662456	0.7917716390705082
18	0.0589835368598336	-0.8562079080182945
19	0.0589835368598336	0.8562079080182945
20	0.0474494125206151	-0.9094823206774911
21	0.0474494125206151	0.9094823206774911
22	0.0352970537574197	-0.9509005578147051
23	0.0352970537574197	0.9509005578147051
24	0.0226862315961806	-0.9799234759615012
25	0.0226862315961806	0.9799234759615012
26	0.0097989960512944	-0.9961792628889886
27	0.0097989960512944	0.9961792628889886
n = 28
1	0.1100470130164752	-0.0550792898840343
2	0.1100470130164752	0.0550792898840343
3	0.1087111922582941	-0.1645692821333808
4	0.1087111922582941	0.1645692821333808
5	0.1060557659228464	-0.2720616276351781
6	0.1060557659228464	0.2720616276351781
7	0.1021129675780608	-0.3762515160890787
8	0.1021129675780608	0.3762515160890787
9	0.0969306579979299	-0.4758742249551183
10	0.0969306579979299	0.4758742249551183
11	0.0905717443930328	-0.5697204718114017
12	0.0905717443930328	0.5697204718114017
13	0.0831134172289012	-0.6566510940388650
14	0.0831134172289012	0.6566510940388650
15	0.0746462142345688	-0.7356108780136318
16	0.0746462142345688	0.7356108780136318
17	0.0652729239669996	-0.8056413709171791
18	0.0652729239669996	0.8056413709171791
19	0.0551073456757167	-0.8658925225743951
20	0.0551073456757167	0.8658925225743951
21	0.0442729347590042	-0.9156330263921321
22	0.0442729347590042	0.9156330263921321
23	0.0329014277823044	-0.9542592806289382
24	0.0329014277823044	0.9542592806289382
25	0.0211321125927713	-0.9813031653708727
26	0.0211321125927713	0.9813031653708727
27	0.0091242825930945	-0.9964424975739544
28	0.0091242825930945	0.9964424975739544
n = 29
1	0.1064793817183142	0.0000000000000000
2	0.1058761550973209	-0.1062782301326792
3	0.1058761550973209	0.1062782301326792
4	0.1040733100777294	-0.2113522861660011
5	0.1040733100777294	0.2113522861660011
6	0.1010912737599150	-0.3140316378676399
7	0.1010912737599150	0.3140316378676399
8	0.0969638340944086	-0.4131528881740086
9	0.0969638340944086	0.4131528881740086
10	0.0917377571392588	-0.5075929551242276
11	0.0917377571392588	0.5075929551242276
12	0.0854722573661725	-0.5962817971382278
13	0.0854722573661725	0.5962817971382278
14	0.0782383271357638	-0.6782145376026865
15	0.0782383271357638	0.6782145376026865
16	0.0701179332550513	-0.7524628517344771
17	0.0701179332550513	0.7524628517344771
18	0.0612030906570791	-0.8181854876152524
19	0.0612030906570791	0.8181854876152524
20	0.0515948269024979	-0.8746378049201028
21	0.0515948269024979	0.8746378049201028
22	0.0414020625186828	-0.9211802329530587
23	0.0414020625186828	0.9211802329530587
24	0.0307404922020936	-0.9572855957780877
25	0.0307404922020936	0.9572855957780877
26	0.0197320850561227	-0.9825455052614132
27	0.0197320850561227	0.9825455052614132
28	0.0085169038787464	-0.9966794422605966
29	0.0085169038787464	0.9966794422605966
n = 30
1	0.1028526528935588	-0.0514718425553177
2	0.1028526528935588	0.0514718425553177
3	0.1017623897484055	-0.1538699136085835
4	0.1017623897484055	0.1538699136085835
5	0.0995934205867953	-0.2546369261678899
6	0.0995934205867953	0.2546369261678899
7	0.0963687371746443	-0.3527047255308781
8	0.0963687371746443	0.3527047255308781
9	0.0921225222377861	-0.4470337695380892
10	0.0921225222377861	0.4470337695380892
11	0.0868997872010830	-0.5366241481420199
12	0.0868997872010830	0.5366241481420199
13	0.0807558952294202	-0.6205261829892429
14	0.0807558952294202	0.6205261829892429
15	0.0737559747377052	-0.6978504947933158
16	0.0737559747377052	0.6978504947933158
17	0.0659742298821805	-0.7677774321048262
18	0.0659742298821805	0.7677774321048262
19	0.0574931562176191	-0.8295657623827684
20	0.0574931562176191	0.8295657623827684
21	0.0484026728305941	-0.8825605357920527
22	0.0484026728305941	0.8825605357920527
23	0.0387991925696271	-0.9262000474292743
24	0.0387991925696271	0.9262000474292743
25	0.0287847078833234	-0.9600218649683075
26	0.0287847078833234	0.9600218649683075
27	0.0184664683110910	-0.9836681232797472
28	0.0184664683110910	0.9836681232797472
29	0.0079681924961666	-0.9968934840746495
30	0.0079681924961666	0.9968934840746495
n = 31
1	0.0997205447934265	0.0000000000000000
2	0.0992250112266723	-0.0995553121523415
3	0.0992250112266723	0.0995553121523415
4	0.0977433353863287	-0.1981211993355706
5	0.0977433353863287	0.1981211993355706
6	0.0952902429123195	-0.2947180699817016
7	0.0952902429123195	0.2947180699817016
8	0.0918901138936415	-0.3883859016082329
9	0.0918901138936415	0.3883859016082329
10	0.0875767406084779	-0.4781937820449025
11	0.0875767406084779	0.4781937820449025
12	0.0823929917615893	-0.5632491614071493
13	0.0823929917615893	0.5632491614071493
14	0.0763903865987766	-0.6427067229242603
15	0.0763903865987766	0.6427067229242603
16	0.0696285832354104	-0.7157767845868532
17	0.0696285832354104	0.7157767845868532
18	0.0621747865610284	-0.7817331484166249
19	0.0621747865610284	0.7817331484166249
20	0.0541030824249169	-0.8399203201462674
21	0.0541030824249169	0.8399203201462674
22	0.0454937075272011	-0.8897600299482711
23	0.0454937075272011	0.8897600299482711
24	0.0364322739123855	-0.9307569978966481
25	0.0364322739123855	0.9307569978966481
26	0.0270090191849794	-0.9625039250929497
27	0.0270090191849794	0.9625039250929497
28	0.0173186207903106	-0.9846859096651525
29	0.0173186207903106	0.9846859096651525
30	0.0074708315792488	-0.9970874818194770
31	0.0074708315792488	0.9970874818194770
n = 32
1	0.0965400885147278	-0.0483076656877383
2	0.0965400885147278	0.0483076656877383
3	0.0956387200792749	-0.1444719615827965
4	0.0956387200792749	0.1444719615827965
5	0.0938443990808046	-0.2392873622521371
6	0.0938443990808046	0.2392873622521371
7	0.0911738786957639	-0.3318686022821277
8	0.0911738786957639	0.3318686022821277
9	0.0876520930044038	-0.4213512761306353
10	0.0876520930044038	0.4213512761306353
11	0.0833119242269467	-0.5068999089322294
12	0.0833119242269467	0.5068999089322294
13	0.0781938957870703	-0.5877157572407623
14	0.0781938957870703	0.5877157572407623
15	0.0723457941088485	-0.6630442669302152
16	0.0723457941088485	0.6630442669302152
17	0.0658222227763618	-0.7321821187402897
18	0.0658222227763618	0.7321821187402897
19	0.0586840934785355	-0.7944837959679424
20	0.0586840934785355	0.7944837959679424
21	0.0509980592623762	-0.8493676137325700
22	0.0509980592623762	0.8493676137325700
23	0.0428358980222267	-0.8963211557660521
24	0.0428358980222267	0.8963211557660521
25	0.0342738629130214	-0.9349060759377397
26	0.0342738629130214	0.9349060759377397
27	0.0253920653092621	-0.9647622555875064
28	0.0253920653092621	0.9647622555875064
29	0.0162743947309057	-0.9856115115452684
30	0.0162743947309057	0.9856115115452684
31	0.0070186100094701	-0.9972638618494816
32	0.0070186100094701	0.9972638618494816
n = 33
1	0.0937684461602100	0.0000000000000000
2	0.0933564260655961	-0.0936310658547334
3	0.0933564260655961	0.0936310658547334
4	0.0921239866433168	-0.1864392988279916
5	0.0921239866433168	0.1864392988279916
6	0.0900819586606386	-0.2776090971524970
7	0.0900819586606386	0.2776090971524970
8	0.0872482876188443	-0.3663392577480734
9	0.0872482876188443	0.3663392577480734
10	0.0836478760670387	-0.4518500172724507
11	0.0836478760670387	0.4518500172724507
12	0.0793123647948867	-0.5333899047863476
13	0.0793123647948867	0.5333899047863476
14	0.0742798548439541	-0.6102423458363790
15	0.0742798548439541	0.6102423458363790
16	0.0685945728186567	-0.6817319599697428
17	0.0685945728186567	0.6817319599697428
18	0.0623064825303175	-0.7472304964495622
19	0.0623064825303175	0.7472304964495622
20	0.0554708466316636	-0.8061623562741665
21	0.0554708466316636	0.8061623562741665
22	0.0481477428187117	-0.8580096526765041
23	0.0481477428187117	0.8580096526765041
24	0.0404015413316696	-0.9023167677434336
25	0.0404015413316696	0.9023167677434336
26	0.0323003586323290	-0.9386943726111684
27	0.0323003586323290	0.9386943726111684
28	0.0239155481017495	-0.9668229096899927
29	0.0239155481017495	0.9668229096899927
30	0.0153217015129347	-0.9864557262306425
31	0.0153217015129347	0.9864557262306425
32	0.0066062278475874	-0.9974246942464552
33	0.0066062278475874	0.9974246942464552
n = 34
1	0.0909567403302599	-0.0455098219531025
2	0.0909567403302599	0.0455098219531025
3	0.0902030443706407	-0.1361523572591830
4	0.0902030443706407	0.1361523572591830
5	0.0887018978356939	-0.2256666916164495
6	0.0887018978356939	0.2256666916164495
7	0.0864657397470358	-0.3133110813394632
8	0.0864657397470358	0.3133110813394632
9	0.0835130996998457	-0.3983592777586459
10	0.0835130996998457	0.3983592777586459
11	0.0798684443397718	-0.4801065451903270
12	0.0798684443397718	0.4801065451903270
13	0.0755619746600319	-0.5578755006697467
14	0.0755619746600319	0.5578755006697467
15	0.0706293758142557	-0.6310217270805285
16	0.0706293758142557	0.6310217270805285
17	0.0651115215540764	-0.6989391132162629
18	0.0651115215540764	0.6989391132162629
19	0.0590541358275245	-0.7610648766298730
20	0.0590541358275245	0.7610648766298730
21	0.0525074145726781	-0.8168842279009336
22	0.0525074145726781	0.8168842279009336
23	0.0455256115233533	-0.8659346383345645
24	0.0455256115233533	0.8659346383345645
25	0.0381665937963875	-0.9078096777183244
26	0.0381665937963875	0.9078096777183244
27	0.0304913806384461	-0.9421623974051071
28	0.0304913806384461	0.9421623974051071
29	0.0225637219854950	-0.9687082625333443
30	0.0225637219854950	0.9687082625333443
31	0.0144501627485950	-0.9872278164063095
32	0.0144501627485950	0.9872278164063095
33	0.0062291405559087	-0.9975717537908420
34	0.0062291405559087	0.9975717537908420
n = 35
1	0.0884867949071043	0.0000000000000000
2	0.0881405304302755	-0.0883713432756593
3	0.0881405304302755	0.0883713432756593
4	0.0871044469971835	-0.1760510611659896
5	0.0871044469971835	0.1760510611659896
6	0.0853866533920991	-0.2623529412092960
7	0.0853866533920991	0.2623529412092960
8	0.0830005937288566	-0.3466015544308139
9	0.0830005937288566	0.3466015544308139
10	0.0799649422423243	-0.4281375415178142
11	0.0799649422423243	0.4281375415178142
12	0.0763034571554421	-0.5063227732414887
13	0.0763034571554421	0.5063227732414887
14	0.0720447947725601	-0.5805453447497645
15	0.0720447947725601	0.5805453447497645
16	0.0672222852690869	-0.6502243646658904
17	0.0672222852690869	0.6502243646658904
18	0.0618736719660802	-0.7148145015566287
19	0.0618736719660802	0.7148145015566287
20	0.0560408162123701	-0.7738102522869126
21	0.0560408162123701	0.7738102522869126
22	0.0497693704013535	-0.8267498990922254
23	0.0497693704013535	0.8267498990922254
24	0.0431084223261702	-0.8732191250252224
25	0.0431084223261702	0.8732191250252224
26	0.0361101158634634	-0.9128542613593176
27	0.0361101158634634	0.9128542613593176
28	0.0288292601088943	-0.9453451482078273
29	0.0288292601088943	0.9453451482078273
30	0.0213229799114836	-0.9704376160392298
31	0.0213229799114836	0.9704376160392298
32	0.0136508283483615	-0.9879357644438514
33	0.0136508283483615	0.9879357644438514
34	0.0058834334204431	-0.9977065690996003
35	0.0058834334204431	0.9977065690996003
n = 36
1	0.0859832756703948	-0.0430181984737086
2	0.0859832756703948	0.0430181984737086
3	0.0853466857393386	-0.1287361038093848
4	0.0853466857393386	0.1287361038093848
5	0.0840782189796619	-0.2135008923168656
6	0.0840782189796619	0.2135008923168656
7	0.0821872667043397	-0.2966849953440283
8	0.0821872667043397	0.2966849953440283
9	0.0796878289120716	-0.3776725471196892
10	0.0796878289120716	0.3776725471196892
11	0.0765984106458707	-0.4558639444334203
12	0.0765984106458707	0.4558639444334203
13	0.0729418850056531	-0.5306802859262452
14	0.0729418850056531	0.5306802859262452
15	0.0687453238357364	-0.6015676581359806
16	0.0687453238357364	0.6015676581359806
17	0.0640397973550155	-0.6680012365855210
18	0.0640397973550155	0.6680012365855210
19	0.0588601442453248	-0.7294891715935565
20	0.0588601442453248	0.7294891715935565
21	0.0532447139777599	-0.7855762301322066
22	0.0532447139777599	0.7855762301322066
23	0.0472350834902660	-0.8358471669924753
24	0.0472350834902660	0.8358471669924753
25	0.0408757509236449	-0.8799298008903972
26	0.0408757509236449	0.8799298008903972
27	0.0342138107703072	-0.9174977745156591
28	0.0342138107703072	0.9174977745156591
29	0.0272986214985688	-0.9482729843995076
30	0.0272986214985688	0.9482729843995076
31	0.0201815152977355	-0.9720276910496980
32	0.0201815152977355	0.9720276910496980
33	0.0129159472840656	-0.9885864789022122
34	0.0129159472840656	0.9885864789022122
35	0.0055657196642450	-0.9978304624840858
36	0.0055657196642450	0.9978304624840858
n = 37
1	0.0837683609931389	0.0000000000000000
2	0.0834745736258628	-0.0836704089547699
3	0.0834745736258628	0.0836704089547699
4	0.0825952722364373	-0.1667539302398520
5	0.0825952722364373	0.1667539302398520
